"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"HOTUSDT","0.00126600","0.00126654","0.00126001","0.00010000",1686643200000,"0.00010000",1686620940000
"SUSHIUSDT","0.57024931","0.57023550","0.56783032","-0.00001781",1686643200000,"0.00010000",1686620940000
"LTCUSDT","77.75000000","77.77675077","77.29647377","-0.00000557",1686643200000,"0.00010000",1686620940000
"SUIUSDT","0.70440000","0.70510469","0.69677971","-0.00028429",1686643200000,"0.00010000",1686620940000
"ARBUSDT","0.98320000","0.98325159","0.97721196","-0.00002318",1686643200000,"0.00010000",1686620940000
"TRXBUSD","0.07127570","0.07130863","0.07123261","0.00010000",1686643200000,"0.00010000",1686620940000
"CHRUSDT","0.12170000","0.12180634","0.12151634","0.00010000",1686643200000,"0.00010000",1686620940000
"ETCUSDT","15.15300000","15.15270649","15.11472340","0.00010000",1686643200000,"0.00010000",1686620940000
"APEBUSD","2.23964800","2.23952584","0","0.00010000",1686643200000,"0.00010000",1686620940000
"ETHBTC","0.06705917","0.06699887","0.06700698","0.00002430",1686643200000,"0",1686620940000
"LQTYUSDT","0.88305239","0.88298414","0.87776232","0.00010000",1686643200000,"0.00010000",1686620940000
"LINAUSDT","0.01763721","0.01768445","0.01737626","-0.00131233",1686643200000,"0.00010000",1686620940000
"ROSEUSDT","0.04429000","0.04430260","0.04406234","-0.00010531",1686643200000,"0.00010000",1686620940000
"XRPBUSD","0.52380000","0.52392445","0.52236229","0.00009257",1686643200000,"0.00010000",1686620940000
"JOEUSDT","0.33040000","0.33049469","0.32770252","0.00010000",1686643200000,"0.00010000",1686620940000
"BCHUSDT","103.02000000","103.11042454","102.64745623","-0.00020795",1686643200000,"0.00010000",1686620940000
"BNBBUSD","231.42989702","231.42989702","230.40494534","0",1686643200000,"0",1686620940000
"ADAUSDT","0.27640000","0.27665884","0.27537748","-0.00015079",1686643200000,"0.00010000",1686620940000
"SKLUSDT","0.02547000","0.02549817","0.02545475","0.00010000",1686643200000,"0.00010000",1686620940000
"GTCUSDT","0.95100000","0.95112205","0.94964533","0.00010000",1686643200000,"0.00010000",1686620940000
"BNXUSDT","0.26512876","0.26510827","0.26339172","0.00010000",1686643200000,"0.00010000",1686620940000
