"symbol","idx","open_time","open","high","low","close","volume","close_time","quote_asset_volume","number_of_trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume"
"TLMUSDT","TLMUSDT#1686686460000",1686686460000,"0.0102200","0.0102200","0.0102100","0.0102200","105891",1686686519999,"1082.2056300",33,"105852","1081.8074400"
"TLMUSDT","TLMUSDT#1686686520000",1686686520000,"0.0102200","0.0102200","0.0102100","0.0102100","172628",1686686579999,"1762.5390300",19,"24726","252.4596100"
"TLMUSDT","TLMUSDT#1686686580000",1686686580000,"0.0102000","0.0102000","0.0102000","0.0102000","206608",1686686639999,"2107.4016000",12,"0","0.0000000"
"TLMUSDT","TLMUSDT#1686686640000",1686686640000,"0.0101900","0.0102000","0.0101900","0.0101900","185610",1686686699999,"1892.1530100",20,"78711","802.8522000"
"TLMUSDT","TLMUSDT#1686686700000",1686686700000,"0.0101900","0.0101900","0.0101600","0.0101800","448379",1686686759999,"4563.7707900",43,"72786","740.8176900"
"TLMUSDT","TLMUSDT#1686686760000",1686686760000,"0.0101800","0.0101800","0.0101700","0.0101700","28516",1686686819999,"290.2570300",4,"24931","253.7975800"
"TLMUSDT","TLMUSDT#1686686820000",1686686820000,"0.0101700","0.0101800","0.0101600","0.0101800","292753",1686686879999,"2977.6134600",34,"229792","2337.3066100"
"TLMUSDT","TLMUSDT#1686686880000",1686686880000,"0.0101700","0.0101700","0.0101700","0.0101700","82214",1686686939999,"836.1163800",7,"0","0.0000000"
"TLMUSDT","TLMUSDT#1686686940000",1686686940000,"0.0101700","0.0101800","0.0101700","0.0101700","89112",1686686999999,"907.1478700",11,"87883","894.6489400"
"TLMUSDT","TLMUSDT#1686687000000",1686687000000,"0.0101700","0.0101800","0.0101700","0.0101700","139071",1686687059999,"1414.3786900",6,"2662","27.0991600"
"TLMUSDT","TLMUSDT#1686687060000",1686687060000,"0.0101800","0.0101800","0.0101700","0.0101800","402829",1686687119999,"4099.2883800",28,"399908","4069.5818100"
"TLMUSDT","TLMUSDT#1686687120000",1686687120000,"0.0101900","0.0101900","0.0101800","0.0101900","73163",1686687179999,"745.2778600",10,"47852","487.6118800"
"TLMUSDT","TLMUSDT#1686687180000",1686687180000,"0.0101900","0.0101900","0.0101900","0.0101900","0",1686687239999,"0.0000000",0,"0","0.0000000"
"TLMUSDT","TLMUSDT#1686687240000",1686687240000,"0.0101800","0.0101800","0.0101800","0.0101800","56850",1686687299999,"578.7330000",3,"0","0.0000000"
"TLMUSDT","TLMUSDT#1686687300000",1686687300000,"0.0101700","0.0101700","0.0101700","0.0101700","242419",1686687359999,"2465.4012300",14,"85029","864.7449300"
"TLMUSDT","TLMUSDT#1686687360000",1686687360000,"0.0101700","0.0101800","0.0101700","0.0101800","14899",1686687419999,"151.5509700",3,"14192","144.3607800"
"TLMUSDT","TLMUSDT#1686687420000",1686687420000,"0.0101800","0.0101800","0.0101700","0.0101700","86896",1686687479999,"883.8548300",12,"14000","142.5025100"
"TLMUSDT","TLMUSDT#1686687480000",1686687480000,"0.0101700","0.0101800","0.0101700","0.0101800","312438",1686687539999,"3179.7263300",14,"295898","3011.4370000"
"TLMUSDT","TLMUSDT#1686687540000",1686687540000,"0.0101800","0.0101800","0.0101800","0.0101800","128130",1686687599999,"1304.3634000",12,"67104","683.1187200"
"TLMUSDT","TLMUSDT#1686687600000",1686687600000,"0.0101800","0.0101800","0.0101700","0.0101800","817966",1686687659999,"8326.8095200",21,"76186","775.5734800"
"TLMUSDT","TLMUSDT#1686687660000",1686687660000,"0.0101800","0.0101800","0.0101700","0.0101800","14049",1686687719999,"142.9139700",3,"3564","36.2815200"
"TLMUSDT","TLMUSDT#1686687720000",1686687720000,"0.0101700","0.0101800","0.0101700","0.0101700","2548",1686687779999,"25.9183600",4,"520","5.2936000"
"TLMUSDT","TLMUSDT#1686687780000",1686687780000,"0.0101800","0.0101800","0.0101700","0.0101800","170730",1686687839999,"1738.0182100",36,"115602","1176.8283600"
"TLMUSDT","TLMUSDT#1686687840000",1686687840000,"0.0101800","0.0101900","0.0101800","0.0101900","2513",1686687899999,"25.5943900",3,"1205","12.2789500"
"TLMUSDT","TLMUSDT#1686687900000",1686687900000,"0.0101800","0.0101800","0.0101800","0.0101800","105221",1686687959999,"1071.1497800",4,"0","0.0000000"
"TLMUSDT","TLMUSDT#1686687960000",1686687960000,"0.0101900","0.0101900","0.0101900","0.0101900","37249",1686688019999,"379.5673100",15,"37249","379.5673100"
"TLMUSDT","TLMUSDT#1686688020000",1686688020000,"0.0101900","0.0101900","0.0101900","0.0101900","184696",1686688079999,"1882.0522400",17,"184696","1882.0522400"
"TLMUSDT","TLMUSDT#1686688080000",1686688080000,"0.0101900","0.0102000","0.0101800","0.0102000","137222",1686688139999,"1398.2268600",16,"98672","1005.4968700"
"TLMUSDT","TLMUSDT#1686688140000",1686688140000,"0.0101900","0.0101900","0.0101800","0.0101900","299120",1686688199999,"3047.6974100",21,"215007","2190.9213300"
"TLMUSDT","TLMUSDT#1686688200000",1686688200000,"0.0101900","0.0102000","0.0101800","0.0101900","381022",1686688259999,"3883.7822400",29,"127648","1301.9562000"
"TLMUSDT","TLMUSDT#1686688260000",1686688260000,"0.0101900","0.0102300","0.0101900","0.0102200","841438",1686688319999,"8589.1002200",64,"697105","7114.3079500"
"TLMUSDT","TLMUSDT#1686688320000",1686688320000,"0.0102200","0.0102300","0.0102100","0.0102100","243961",1686688379999,"2493.9590600",36,"145090","1483.5546300"
"TLMUSDT","TLMUSDT#1686688380000",1686688380000,"0.0102100","0.0102400","0.0102100","0.0102300","457746",1686688439999,"4678.8104600",27,"357937","3659.2090100"
"TLMUSDT","TLMUSDT#1686688440000",1686688440000,"0.0102400","0.0102500","0.0102400","0.0102500","307615",1686688499999,"3151.0616500",23,"224515","2300.1176500"
"TLMUSDT","TLMUSDT#1686688500000",1686688500000,"0.0102500","0.0102700","0.0102500","0.0102600","297035",1686688559999,"3047.2546900",25,"250616","2571.2735700"
"TLMUSDT","TLMUSDT#1686688560000",1686688560000,"0.0102600","0.0102800","0.0102600","0.0102600","274591",1686688619999,"2819.7285800",20,"92160","946.1685600"
"TLMUSDT","TLMUSDT#1686688620000",1686688620000,"0.0102700","0.0102700","0.0102500","0.0102500","171334",1686688679999,"1757.5413900",17,"20515","210.5385300"
"TLMUSDT","TLMUSDT#1686688680000",1686688680000,"0.0102500","0.0102600","0.0102500","0.0102500","161480",1686688739999,"1655.2568400",13,"8684","89.0978400"
"TLMUSDT","TLMUSDT#1686688740000",1686688740000,"0.0102600","0.0102600","0.0102500","0.0102600","72529",1686688799999,"744.1414300",7,"71918","737.8786800"
"TLMUSDT","TLMUSDT#1686688800000",1686688800000,"0.0102600","0.0102600","0.0102500","0.0102600","157309",1686688859999,"1613.6579300",20,"43525","446.5665000"
"TLMUSDT","TLMUSDT#1686688860000",1686688860000,"0.0102500","0.0102500","0.0102500","0.0102500","1494",1686688919999,"15.3135000",1,"0","0.0000000"
"TLMUSDT","TLMUSDT#1686688920000",1686688920000,"0.0102600","0.0102600","0.0102600","0.0102600","762",1686688979999,"7.8181200",1,"762","7.8181200"
"TLMUSDT","TLMUSDT#1686688980000",1686688980000,"0.0102600","0.0102600","0.0102400","0.0102400","499575",1686689039999,"5120.6612800",36,"88062","902.7148400"
"TLMUSDT","TLMUSDT#1686689040000",1686689040000,"0.0102400","0.0102500","0.0102100","0.0102200","1633260",1686689099999,"16702.0302300",138,"687860","7036.2374200"
"TLMUSDT","TLMUSDT#1686689100000",1686689100000,"0.0102200","0.0102400","0.0102200","0.0102400","521105",1686689159999,"5332.9525400",35,"403114","4124.7599000"
"TLMUSDT","TLMUSDT#1686689160000",1686689160000,"0.0102400","0.0102500","0.0102400","0.0102500","149722",1686689219999,"1533.6959400",9,"149722","1533.6959400"
"TLMUSDT","TLMUSDT#1686689220000",1686689220000,"0.0102500","0.0102600","0.0102400","0.0102600","191879",1686689279999,"1966.5773100",27,"153915","1577.6610800"
"TLMUSDT","TLMUSDT#1686689280000",1686689280000,"0.0102600","0.0102800","0.0102500","0.0102700","353943",1686689339999,"3632.6660500",38,"256587","2633.0908500"
"TLMUSDT","TLMUSDT#1686689340000",1686689340000,"0.0102700","0.0102700","0.0102700","0.0102700","3308",1686689399999,"33.9731600",5,"3308","33.9731600"
"TLMUSDT","TLMUSDT#1686689400000",1686689400000,"0.0102700","0.0102800","0.0102500","0.0102700","517926",1686689459999,"5315.1124100",45,"113193","1162.6084500"
"TLMUSDT","TLMUSDT#1686689460000",1686689460000,"0.0102600","0.0102700","0.0102500","0.0102600","410282",1686689519999,"4210.1086300",41,"166577","1709.7078300"
"TLMUSDT","TLMUSDT#1686689520000",1686689520000,"0.0102600","0.0102800","0.0102600","0.0102700","115809",1686689579999,"1189.1868400",15,"57976","595.2506200"
"TLMUSDT","TLMUSDT#1686689580000",1686689580000,"0.0102700","0.0102700","0.0102600","0.0102600","35424",1686689639999,"363.4751400",8,"2490","25.5723000"
"TLMUSDT","TLMUSDT#1686689640000",1686689640000,"0.0102700","0.0102700","0.0102600","0.0102700","12715",1686689699999,"130.5679200",8,"11202","115.0445400"
"TLMUSDT","TLMUSDT#1686689700000",1686689700000,"0.0102700","0.0102700","0.0102400","0.0102600","738429",1686689759999,"7567.2637600",63,"112277","1151.6754700"
"TLMUSDT","TLMUSDT#1686689760000",1686689760000,"0.0102600","0.0102600","0.0102400","0.0102400","290566",1686689819999,"2978.1820100",52,"163742","1678.8063900"
"TLMUSDT","TLMUSDT#1686689820000",1686689820000,"0.0102400","0.0102500","0.0102400","0.0102500","71913",1686689879999,"736.8138600",11,"42474","435.3585000"
"TLMUSDT","TLMUSDT#1686689880000",1686689880000,"0.0102500","0.0102500","0.0102400","0.0102500","274627",1686689939999,"2812.5041200",46,"37926","388.6858800"
"TLMUSDT","TLMUSDT#1686689940000",1686689940000,"0.0102400","0.0102400","0.0102300","0.0102400","112649",1686689999999,"1153.2903500",31,"19525","199.9360000"
"TLMUSDT","TLMUSDT#1686690000000",1686690000000,"0.0102400","0.0102400","0.0102300","0.0102300","154435",1686690059999,"1580.5094200",62,"63937","654.7148800"
