"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"SUSHIUSDT","0.57160445","0.57187178","0.56946074","0.00010000",1686700800000,"0.00010000",1686674940001
"SUIUSDT","0.68080000","0.68134126","0.67598027","-0.00005908",1686700800000,"0.00010000",1686674940001
"HOTUSDT","0.00126440","0.00126549","0.00125939","0.00008339",1686700800000,"0.00010000",1686674940001
"LTCUSDT","77.12000000","77.15937823","76.88240923","0.00005848",1686700800000,"0.00010000",1686674940001
"ARBUSDT","0.97860000","0.97903483","0.97669871","-0.00001579",1686700800000,"0.00010000",1686674940001
"TRXBUSD","0.07161313","0.07162463","0.07149207","-0.00006708",1686700800000,"0.00010000",1686674940001
"CHRUSDT","0.11874666","0.11881956","0.11885615","0.00010000",1686700800000,"0.00010000",1686674940001
"ETCUSDT","15.10200000","15.10425505","15.08421146","0.00005909",1686700800000,"0.00010000",1686674940001
"APEBUSD","2.22424835","2.24981648","0","0.00010000",1686700800000,"0.00010000",1686674940001
"ETHBTC","0.06727096","0.06722393","0.06716641","0.00002915",1686700800000,"0",1686674940001
"LQTYUSDT","0.87740000","0.87823759","0.87825962","0.00006162",1686700800000,"0.00010000",1686674940001
"LINAUSDT","0.01480536","0.01483835","0.01487001","-0.00073425",1686700800000,"0.00010000",1686674940001
"XRPBUSD","0.51140000","0.51157904","0.51022690","0.00010000",1686700800000,"0.00010000",1686674940001
"ROSEUSDT","0.04501799","0.04503939","0.04471421","-0.00010808",1686700800000,"0.00010000",1686674940001
"JOEUSDT","0.32551255","0.32608701","0.32595497","-0.00018860",1686700800000,"0.00010000",1686674940001
"BCHUSDT","105.12000000","105.14538358","104.85117325","-0.00011330",1686700800000,"0.00010000",1686674940001
"BNBBUSD","237.10256045","237.16877459","235.99509843","-0.00026636",1686700800000,"0",1686674940001
"ADAUSDT","0.27244575","0.27269536","0.27168303","-0.00008041",1686700800000,"0.00010000",1686674940001
"SKLUSDT","0.02532000","0.02532212","0.02525389","0.00000123",1686700800000,"0.00010000",1686674940001
"GTCUSDT","0.96041463","0.96037177","0.95551059","0.00010000",1686700800000,"0.00010000",1686674940001
"BNXUSDT","0.26560000","0.26585293","0.26477205","-0.00016312",1686700800000,"0.00010000",1686674940001
"ZENUSDT","6.15247743","6.15205480","6.13963489","0.00005416",1686700800000,"0.00010000",1686674940001
"AGIXUSDT","0.20360000","0.20374816","0.20311461","-0.00000221",1686700800000,"0.00010000",1686674940001
"API3USDT","0.94200000","0.94213463","0.94190973","-0.00000756",1686700800000,"0.00010000",1686674940001
"EGLDUSDT","30.39358242","30.40598565","30.30546226","0.00010000",1686700800000,"0.00010000",1686674940001
"C98USDT","0.13185391","0.13187619","0.13169853","0.00010000",1686700800000,"0.00010000",1686674940001
"JASMYUSDT","0.00347500","0.00347607","0.00345708","0.00008656",1686700800000,"0.00010000",1686674940001
"AAVEUSDT","54.67385563","54.70760974","54.41724643","0.00003619",1686700800000,"0.00010000",1686674940001
"GMTBUSD","0.19116086","0.19158319","0","0.00010000",1686700800000,"0.00010000",1686674940001
"ENSUSDT","7.53800000","7.54001585","7.51857943","0.00010000",1686700800000,"0.00010000",1686674940001
"1000SHIBUSDT","0.00670782","0.00670944","0.00668117","0.00008264",1686700800000,"0.00010000",1686674940001
"ICXUSDT","0.18428406","0.18435306","0.18398831","0.00010000",1686700800000,"0.00010000",1686674940001
"1000LUNCUSDT","0.09350146","0.09349306","0.09361299","0.00010000",1686700800000,"0.00010000",1686674940001
"TUSDT","0.01817000","0.01816821","0.01815964","0.00005950",1686700800000,"0.00010000",1686674940001
