"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"SUIUSDT","0.59920000","0.59941509","0.60565612","-0.00003740",1686528000000,"0.00010000",1686523740000
"SUSHIUSDT","0.56440000","0.56496395","0.57021439","-0.00002641",1686528000000,"0.00010000",1686523740000
"LTCUSDT","77.31000000","77.35144996","77.91228974","0.00004191",1686528000000,"0.00010000",1686523740000
"HOTUSDT","0.00124743","0.00124742","0.00125720","0.00010000",1686528000000,"0.00010000",1686523740000
"ARBUSDT","0.98980000","0.99025042","0.99982160","-0.00013325",1686528000000,"0.00010000",1686523740000
"TRXBUSD","0.06986237","0.06994563","0.07000505","-0.00009101",1686528000000,"0.00010000",1686523740000
"CHRUSDT","0.12120000","0.12129712","0.12211472","0.00010000",1686528000000,"0.00010000",1686523740000
"APEBUSD","2.38098362","2.35999338","0","0.00010000",1686528000000,"0.00010000",1686523740000
"ETHBTC","0.06765000","0.06763906","0.06769030","0.00002958",1686528000000,"0",1686523740000
"LQTYUSDT","0.84100154","0.84200686","0.84671080","0.00010000",1686528000000,"0.00010000",1686523740000
"ETCUSDT","15.03800000","15.04579185","15.12688684","-0.00002934",1686528000000,"0.00010000",1686523740000
"LINAUSDT","0.01195134","0.01195842","0.01212102","-0.00011427",1686528000000,"0.00010000",1686523740000
"ROSEUSDT","0.04318000","0.04323249","0.04338718","-0.00032699",1686528000000,"0.00010000",1686523740000
"XRPBUSD","0.51822040","0.51837010","0.52187119","0.00010000",1686528000000,"0.00010000",1686523740000
"JOEUSDT","0.33416935","0.33417827","0.33747637","-0.00003770",1686528000000,"0.00010000",1686523740000
"BCHUSDT","102.37000000","102.38011852","102.87284466","-0.00027130",1686528000000,"0.00010000",1686523740000
"BNBBUSD","235.61000000","235.76496938","237.17710876","-0.00000551",1686528000000,"0",1686523740000
"ADAUSDT","0.27200000","0.27214609","0.27466280","-0.00043205",1686528000000,"0.00010000",1686523740000
"SKLUSDT","0.02469000","0.02469989","0.02492882","-0.00038512",1686528000000,"0.00010000",1686523740000
"GTCUSDT","0.89096961","0.89095643","0.89791715","0.00010000",1686528000000,"0.00010000",1686523740000
"BNXUSDT","0.27032039","0.27032341","0.27190280","-0.00006478",1686528000000,"0.00010000",1686523740000
"ZENUSDT","6.00522787","6.00657579","6.04586474","0.00010000",1686528000000,"0.00010000",1686523740000
"API3USDT","0.93900000","0.93915904","0.94519844","0.00008311",1686528000000,"0.00010000",1686523740000
"AGIXUSDT","0.19863188","0.19879583","0.20035400","-0.00009557",1686528000000,"0.00010000",1686523740000
"EGLDUSDT","29.93000000","29.95518097","30.11499758","-0.00008837",1686528000000,"0.00010000",1686523740000
"C98USDT","0.12733437","0.12733482","0.12854554","0.00003508",1686528000000,"0.00010000",1686523740000
"JASMYUSDT","0.00338600","0.00338788","0.00340802","-0.00005889",1686528000000,"0.00010000",1686523740000
"ENSUSDT","7.37000000","7.37037081","7.42694472","0.00009147",1686528000000,"0.00010000",1686523740000
"GMTBUSD","0.19147095","0.19007072","0","0.00010000",1686528000000,"0.00010000",1686523740000
"AAVEUSDT","52.14363124","52.16544159","52.46575928","0.00010000",1686528000000,"0.00010000",1686523740000
"1000SHIBUSDT","0.00665400","0.00665846","0.00671475","-0.00014283",1686528000000,"0.00010000",1686523740000
"1000LUNCUSDT","0.08774000","0.08779266","0.08883732","0.00002243",1686528000000,"0.00010000",1686523740000
"ICXUSDT","0.18318512","0.18318731","0.18447343","0.00010000",1686528000000,"0.00010000",1686523740000
"TUSDT","0.01842000","0.01842195","0.01855445","0.00010000",1686528000000,"0.00010000",1686523740000
"KSMUSDT","21.81227073","21.83991083","21.95503429","-0.00005534",1686528000000,"0.00010000",1686523740000
"IOSTUSDT","0.00751046","0.00751043","0.00757318","0.00010000",1686528000000,"0.00010000",1686523740000
"LUNA2USDT","0.59470000","0.59508554","0.60053807","0.00002815",1686528000000,"0.00010000",1686523740000
"MTLUSDT","1.05240000","1.05293026","1.06422067","-0.00009777",1686528000000,"0.00010000",1686523740000
"IDEXUSDT","0.05328336","0.05325629","0.05384144","-0.00004836",1686528000000,"0.00010000",1686523741000
