"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"LTCUSDT","82.17000000","82.18636585","82.01038976","0.00010000",1687334400000,"0.00010000",1687326540000
"HOTUSDT","0.00137321","0.00137457","0.00137227","0.00010000",1687334400000,"0.00010000",1687326540000
"SUSHIUSDT","0.63595639","0.63593903","0.63393300","0.00010000",1687334400000,"0.00010000",1687326540000
"SUIUSDT","0.81605666","0.81654341","0.81333282","0.00004953",1687334400000,"0.00010000",1687326540000
"ARBUSDT","1.09130192","1.09171832","1.09215505","0.00009078",1687334400000,"0.00010000",1687326540000
"TRXBUSD","0.07166700","0.07173496","0.07158819","0.00003808",1687334400000,"0.00010000",1687326540000
"CHRUSDT","0.12863473","0.12868824","0.12802063","0.00010000",1687334400000,"0.00010000",1687326540000
"ETCUSDT","16.13372493","16.13328463","16.02874908","0.00010000",1687334400000,"0.00010000",1687326540000
"APEBUSD","2.17637051","2.18091569","0","0.00010000",1687334400000,"0.00010000",1687326540000
"ETHBTC","0.06299000","0.06298252","0.06303294","0",1687334400000,"0",1687326540000
"LQTYUSDT","0.92460049","0.92414205","0.92407167","0.00010000",1687334400000,"0.00010000",1687326540000
"LINAUSDT","0.01495231","0.01495191","0.01476083","0.00010000",1687334400000,"0.00010000",1687326540000
"ROSEUSDT","0.05075142","0.05075912","0.05056053","0.00006192",1687334400000,"0.00010000",1687326540000
"XRPBUSD","0.49870000","0.49884062","0.50051413","0.00007897",1687334400000,"0.00010000",1687326540000
"JOEUSDT","0.37732420","0.37731391","0.37844042","0.00010000",1687334400000,"0.00010000",1687326540000
"BCHUSDT","121.72910049","121.80321922","114.35179259","-0.00025616",1687334400000,"0.00010000",1687326540000
"BNBBUSD","251.31566518","251.17898584","251.14473805","0",1687334400000,"0",1687326540000
"ADAUSDT","0.27889000","0.27888541","0.27831012","0.00007328",1687334400000,"0.00010000",1687326540000
"SKLUSDT","0.02626064","0.02625676","0.02606648","0.00010000",1687334400000,"0.00010000",1687326540000
"GTCUSDT","1.05625218","1.05622335","1.04918704","0.00010000",1687334400000,"0.00010000",1687326540000
"BNXUSDT","0.29477812","0.29497499","0.29409202","0.00010000",1687334400000,"0.00010000",1687326540000
"ZENUSDT","6.63423010","6.63404904","6.60366756","-0.00003541",1687334400000,"0.00010000",1687326540000
"AGIXUSDT","0.22745780","0.22744985","0.22809715","0.00010000",1687334400000,"0.00010000",1687326540000
"API3USDT","1.00604479","1.00633814","1.00380939","0.00010000",1687334400000,"0.00010000",1687326540000
"EGLDUSDT","31.72078968","31.72865588","31.66528381","0.00010000",1687334400000,"0.00010000",1687326540000
"C98USDT","0.15184664","0.15186768","0.15098225","-0.00001432",1687334400000,"0.00010000",1687326540000
"JASMYUSDT","0.00431676","0.00431664","0.00428610","0.00010000",1687334400000,"0.00010000",1687326540000
"AAVEUSDT","53.84190347","53.87462555","53.84100425","0.00010000",1687334400000,"0.00010000",1687326540000
"ENSUSDT","8.21864568","8.21842745","8.20426191","0.00010000",1687334400000,"0.00010000",1687326540000
"GMTBUSD","0.21224110","0.21334270","0","0.00010000",1687334400000,"0.00010000",1687326540000
"1000SHIBUSDT","0.00741062","0.00741051","0.00741230","0.00005322",1687334400000,"0.00010000",1687326540000
"1000LUNCUSDT","0.09281811","0.09281558","0.09228887","0.00010000",1687334400000,"0.00010000",1687326540000
"ICXUSDT","0.20400000","0.20411867","0.20390399","0.00010000",1687334400000,"0.00010000",1687326540000
"TUSDT","0.02019235","0.02019179","0.02029280","-0.00000293",1687334400000,"0.00010000",1687326540000
"KSMUSDT","23.77333070","23.78821711","23.72577161","0.00008942",1687334400000,"0.00010000",1687326541000
"IOSTUSDT","0.00787287","0.00787265","0.00786413","0.00008168",1687334400000,"0.00010000",1687326541000
"LUNA2USDT","0.61370000","0.61350827","0.61239698","0.00010000",1687334400000,"0.00010000",1687326541000
"MTLUSDT","1.25080000","1.25177948","1.25115095","0.00006598",1687334400000,"0.00010000",1687326541000
"IDEXUSDT","0.05703483","0.05702256","0.05713711","0.00010000",1687334400000,"0.00010000",1687326541000
"ADABUSD","0.27890000","0.27896779","0.27827757","-0.00006843",1687334400000,"0.00010000",1687326541000
"FTMUSDT","0.28657499","0.28656717","0.28530700","0.00010000",1687334400000,"0.00010000",1687326541000
"VETUSDT","0.01591000","0.01591173","0.01594337","0.00010000",1687334400000,"0.00010000",1687326541000
"UMAUSDT","1.60494622","1.60490242","1.60588991","0.00010000",1687334400000,"0.00010000",1687326541000
"FILUSDT","3.86200000","3.86242622","3.85292152","0.00008313",1687334400000,"0.00010000",1687326541000
"FLOWUSDT","0.54120373","0.54189059","0.54359289","-0.00021988",1687334400000,"0.00010000",1687326541000
"WAVESUSDT","1.47492286","1.47489719","1.46987309","0.00010000",1687334400000,"0.00010000",1687326541000
"ANTUSDT","4.46700000","4.47006195","4.48184152","-0.00029623",1687334400000,"0.00010000",1687326541000
"FXSUSDT","6.02450176","6.02480553","5.99835764","-0.00024913",1687334400000,"0.00010000",1687326541000
"BTCBUSD","28818.05734030","28822.83846588","28803.85463721","0.00010000",1687334400000,"0.00010000",1687326541000
"AUDIOUSDT","0.18227274","0.18223262","0.18191384","0.00010000",1687334400000,"0.00010000",1687326541000
"RVNUSDT","0.01805917","0.01805867","0.01805693","0.00010000",1687334400000,"0.00010000",1687326541000
"PHBBUSD","0.67648578","0.67610015","0","0.00010000",1687334400000,"0.00010000",1687326541000
"ICPUSDT","4.19100000","4.19219948","4.18186163","0.00010000",1687334400000,"0.00010000",1687326541000
"RADUSDT","1.78138352","1.78133491","1.78188934","0.00010000",1687334400000,"0.00010000",1687326541000
"SNXUSDT","1.94000000","1.94011934","1.94042160","-0.00003196",1687334400000,"0.00010000",1687326541000
"EOSUSDT","0.65796783","0.65840574","0.65649244","0.00010000",1687334400000,"0.00010000",1687326541000
"NEOUSDT","8.29206171","8.29183544","8.27439811","0.00010000",1687334400000,"0.00010000",1687326541000
"TLMUSDT","0.01139266","0.01139888","0.01133576","0.00010000",1687334400000,"0.00010000",1687326541000
"GMXUSDT","52.44000000","52.45469508","52.39589868","0.00002926",1687334400000,"0.00010000",1687326541000
"RDNTUSDT","0.27211977","0.27224391","0.27093084","0.00010000",1687334400000,"0.00010000",1687326541000
"BLUEBIRDUSDT","6.77800000","6.77884086","6.77976928","0.00010000",1687334400000,"0.00010000",1687326541000
"NKNUSDT","0.09225142","0.09224891","0.09191130","0.00010000",1687334400000,"0.00010000",1687326541000
"HFTUSDT","0.37440000","0.37451235","0.37387352","0.00010000",1687334400000,"0.00010000",1687326541000
"BLURUSDT","0.36230000","0.36229324","0.36245613","0.00006926",1687334400000,"0.00010000",1687326541000
