"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"SANDUSDT","0.51730000","0.51768854","0.51946875","0.00007799",1686038400000,"0.00010000",1686037101011
"DOGEBUSD","0.06661864","0.06665440","0.06666165","-0.00014360",1686038400000,"0.00010000",1686037101011
"GALAUSDT","0.02642713","0.02642706","0.02643535","-0.00006182",1686038400000,"0.00010000",1686037101011
"DGBUSDT","0.00735939","0.00735936","0.00734398","0.00010000",1686038400000,"0.00010000",1686037102005
"EGLDUSDT","36.57237237","36.59869727","36.60845567","0.00010000",1686038400000,"0.00010000",1686037102005
"TUSDT","0.02280538","0.02281102","0.02280153","0.00010000",1686038400000,"0.00010000",1686037102005
"BTCUSDT","25763.50000000","25779.12888889","25784.24653669","-0.00001340",1686038400000,"0.00010000",1686037102005
"AXSUSDT","6.58598464","6.59889138","6.59516213","-0.00051539",1686038400000,"0.00010000",1686037102005
"CTKUSDT","0.69015534","0.69105224","0.69188685","0.00003020",1686038400000,"0.00010000",1686037102005
"SPELLUSDT","0.00052494","0.00052529","0.00052556","0.00010000",1686038400000,"0.00010000",1686037102005
"EOSUSDT","0.84471523","0.84471142","0.84403997","0.00002157",1686038400000,"0.00010000",1686037102005
"AGIXUSDT","0.26048493","0.26065766","0.26120576","0.00007045",1686038400000,"0.00010000",1686037102005
"DYDXUSDT","1.95900000","1.96038761","1.95167513","0.00008015",1686038400000,"0.00010000",1686037102005
"LUNA2USDT","0.77870000","0.77883933","0.77928876","0.00005046",1686038400000,"0.00010000",1686037102005
"RENUSDT","0.07545461","0.07558376","0.07507611","-0.00040675",1686038400000,"0.00010000",1686037102005
"APEUSDT","2.96434603","2.96844992","2.94906906","-0.00086104",1686038400000,"0.00010000",1686037102005
"CHRUSDT","0.13860000","0.13861688","0.13834233","-0.00011088",1686038400000,"0.00010000",1686037102005
"FLMUSDT","0.07390000","0.07385486","0.07374511","0.00010000",1686038400000,"0.00010000",1686037102005
"LDOUSDT","2.20080000","2.20140826","2.19709797","0.00010000",1686038400000,"0.00010000",1686037102005
"BTCDOMUSDT","1577.79869899","1577.54874236","1578.47367067","0.00010000",1686038400000,"0.00010000",1686037102005
"ZILUSDT","0.02167000","0.02167541","0.02127475","0.00007407",1686038400000,"0.00010000",1686037102005
"1000XECUSDT","0.02300089","0.02300721","0.02296501","0.00010000",1686038400000,"0.00010000",1686037102005
"OMGUSDT","0.68401551","0.68403570","0.68308128","-0.00014067",1686038400000,"0.00010000",1686037102005
"SOLUSDT","20.04500000","20.05704974","20.01907801","0.00001202",1686038400000,"0.00010000",1686037102005
"LINAUSDT","0.01420646","0.01421444","0.01420717","0.00010000",1686038400000,"0.00010000",1686037102005
"SFPUSDT","0.39030000","0.39076306","0.38884080","-0.00000900",1686038400000,"0.00010000",1686037102005
"PEOPLEUSDT","0.01598510","0.01599774","0.01596731","0.00010000",1686038400000,"0.00010000",1686037102005
"VETUSDT","0.01850033","0.01852010","0.01849531","-0.00005827",1686038400000,"0.00010000",1686037102005
"APEBUSD","2.95065080","2.96935286","0","0.00010000",1686038400000,"0.00010000",1686037102005
"BAKEUSDT","0.11720092","0.11723760","0.11760709","-0.00009914",1686038400000,"0.00010000",1686037102005
"MINAUSDT","0.50290070","0.50310766","0.50293914","0.00010000",1686038400000,"0.00010000",1686037102005
"STORJUSDT","0.26940000","0.26933302","0.26883011","0.00010000",1686038400000,"0.00010000",1686037102005
"HIGHUSDT","1.82928551","1.83007930","1.80861067","-0.00010572",1686038400000,"0.00010000",1686037102005
"RSRUSDT","0.00237100","0.00237208","0.00237867","-0.00016132",1686038400000,"0.00010000",1686037102005
"YFIUSDT","6019.42292944","6024.20923434","6018.53970387","0.00009955",1686038400000,"0.00010000",1686037102005
"MAGICUSDT","0.87104727","0.87179216","0.87424247","-0.00002238",1686038400000,"0.00010000",1686037102005
"IDEXUSDT","0.06723537","0.06728583","0.06727168","0.00008593",1686038400000,"0.00010000",1686037102005
