"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"HOTUSDT","0.00150800","0.00150890","0.00150797","0.00010000",1686067200000,"0.00010000",1686048121010
"SUSHIUSDT","0.75270293","0.75393460","0.75329102","-0.00027358",1686067200000,"0.00010000",1686048121010
"SUIUSDT","0.80740000","0.80758578","0.80697800","0.00000735",1686067200000,"0.00010000",1686048121010
"LTCUSDT","87.95307174","88.00464584","87.93699532","0.00005352",1686067200000,"0.00010000",1686048121010
"ARBUSDT","1.13870000","1.13899117","1.13952234","0.00004973",1686067200000,"0.00010000",1686048121010
"TRXBUSD","0.07891000","0.07894966","0.07902762","-0.00002561",1686067200000,"0.00010000",1686048121010
"CHRUSDT","0.13770000","0.13780145","0.13777494","-0.00001094",1686067200000,"0.00010000",1686048121010
"ETCUSDT","17.12135449","17.13162180","17.14549486","0.00004219",1686067200000,"0.00010000",1686048121010
"APEBUSD","3.10733620","3.16503847","0","0.00010000",1686067200000,"0.00010000",1686048121010
"ETHBTC","0.07060000","0.07058081","0.07056198","0",1686067200000,"0",1686048121010
"LQTYUSDT","1.05741069","1.05746967","1.06320634","0.00010000",1686067200000,"0.00010000",1686048121010
"LINAUSDT","0.01418718","0.01418624","0.01426275","0.00010000",1686067200000,"0.00010000",1686048121010
"ROSEUSDT","0.05396490","0.05396501","0.05406937","0.00003523",1686067200000,"0.00010000",1686048121010
"XRPBUSD","0.51010000","0.51035101","0.51015512","-0.00000712",1686067200000,"0.00010000",1686048121010
"JOEUSDT","0.42316231","0.42313428","0.42040165","0.00010000",1686067200000,"0.00010000",1686048121010
"BCHUSDT","109.35000000","109.39234384","109.37380114","0.00004348",1686067200000,"0.00010000",1686048121010
"BNBBUSD","278.49000000","278.48445519","279.25770320","0",1686067200000,"0",1686048121010
"ADAUSDT","0.35440000","0.35458832","0.35420366","0.00009463",1686067200000,"0.00010000",1686048121010
"SKLUSDT","0.03054036","0.03053345","0.03050654","0.00010000",1686067200000,"0.00010000",1686048121010
"BNXUSDT","0.42840000","0.42851804","0.42917827","0.00004895",1686067200000,"0.00010000",1686048121010
"GTCUSDT","1.17100000","1.17137010","1.16657092","-0.00005187",1686067200000,"0.00010000",1686048121010
"ZENUSDT","7.23647947","7.24028590","7.23731823","0.00010000",1686067200000,"0.00010000",1686048121010
"API3USDT","1.14915193","1.14866832","1.14369884","0.00010000",1686067200000,"0.00010000",1686048121010
"AGIXUSDT","0.26395024","0.26393698","0.26306190","0.00010000",1686067200000,"0.00010000",1686048121010
"C98USDT","0.17763722","0.17768210","0.17750355","0.00010000",1686067200000,"0.00010000",1686048121010
"EGLDUSDT","36.60000000","36.61774825","36.61450318","0.00010000",1686067200000,"0.00010000",1686048121010
"JASMYUSDT","0.00435700","0.00435952","0.00434058","0.00002681",1686067200000,"0.00010000",1686048121010
"ENSUSDT","9.22500000","9.22937017","9.23582601","0.00010000",1686067200000,"0.00010000",1686048121010
"AAVEUSDT","60.34480110","60.34080373","60.32350866","0.00010000",1686067200000,"0.00010000",1686048121010
"GMTBUSD","0.23893505","0.23919883","0","0.00010000",1686067200000,"0.00010000",1686048121010
"1000SHIBUSDT","0.00802418","0.00802727","0.00802757","0.00010000",1686067200000,"0.00010000",1686048121010
"1000LUNCUSDT","0.08745000","0.08748847","0.08804333","0.00009198",1686067200000,"0.00010000",1686048121010
"ICXUSDT","0.22030000","0.22043640","0.22032008","0.00006286",1686067200000,"0.00010000",1686048121010
"TUSDT","0.02286082","0.02287998","0.02282412","0.00010000",1686067200000,"0.00010000",1686048121010
"KSMUSDT","26.27000000","26.27926301","26.19295124","0.00000775",1686067200000,"0.00010000",1686048121010
"IOSTUSDT","0.00870426","0.00870368","0.00871145","0.00010000",1686067200000,"0.00010000",1686048121010
"MTLUSDT","1.51000000","1.51699704","1.52215965","-0.00329849",1686067200000,"0.00010000",1686048121010
"LUNA2USDT","0.77310000","0.77346909","0.77581523","0.00010000",1686067200000,"0.00010000",1686048121010
"IDEXUSDT","0.06823000","0.06828640","0.06768327","0.00010000",1686067200000,"0.00010000",1686048121010
"ADABUSD","0.35446123","0.35477176","0.35441157","-0.00014862",1686067200000,"0.00010000",1686048121010
"VETUSDT","0.01857626","0.01859627","0.01856144","-0.00002405",1686067200000,"0.00010000",1686048121010
"FTMUSDT","0.29380000","0.29399188","0.29372159","-0.00006810",1686067200000,"0.00010000",1686048121010
"UMAUSDT","1.77553307","1.77589845","1.77653533","0.00010000",1686067200000,"0.00010000",1686048121010
"FILUSDT","4.24243592","4.24436471","4.24162618","0.00003342",1686067200000,"0.00010000",1686048121010
"FLOWUSDT","0.66100000","0.66147503","0.66142135","-0.00025516",1686067200000,"0.00010000",1686048122007
"WAVESUSDT","1.58950000","1.59068164","1.59028313","0.00010000",1686067200000,"0.00010000",1686048122007
"ANTUSDT","3.37000000","3.37489664","3.37646356","0.00003997",1686067200000,"0.00010000",1686048122007
"FXSUSDT","6.24600000","6.24876837","6.24535808","0.00010000",1686067200000,"0.00010000",1686048122007
"BTCBUSD","25786.03961563","25795.80685772","25781.65417658","0.00005173",1686067200000,"0.00010000",1686048122007
"AUDIOUSDT","0.21720000","0.21727539","0.21722136","0.00010000",1686067200000,"0.00010000",1686048122007
"RVNUSDT","0.01911000","0.01912455","0.01911610","-0.00001777",1686067200000,"0.00010000",1686048122007
"ICPUSDT","4.33000000","4.33133850","4.32891983","0.00010000",1686067200000,"0.00010000",1686048122007
"PHBBUSD","0.73860908","0.73740053","0","0.00010000",1686067200000,"0.00010000",1686048122007
"RADUSDT","1.67595431","1.67584330","1.65473702","0.00010000",1686067200000,"0.00010000",1686048122007
"SNXUSDT","2.26800000","2.27142358","2.26899842","-0.00010078",1686067200000,"0.00010000",1686048122007
"EOSUSDT","0.84534940","0.84571440","0.84600390","0.00010000",1686067200000,"0.00010000",1686048122007
"NEOUSDT","9.38200000","9.38576093","9.39504658","0.00001600",1686067200000,"0.00010000",1686048122007
"GMXUSDT","52.42000000","52.43352631","52.52268632","0.00010000",1686067200000,"0.00010000",1686048122007
"RDNTUSDT","0.27480000","0.27500449","0.27463741","-0.00008983",1686067200000,"0.00010000",1686048122007
"TLMUSDT","0.01362000","0.01363085","0.01364295","0.00010000",1686067200000,"0.00010000",1686048122007
"BLUEBIRDUSDT","7.32991077","7.33152521","7.34331498","0.00010000",1686067200000,"0.00010000",1686048122007
"NKNUSDT","0.11257137","0.11253594","0.11279577","0.00010000",1686067200000,"0.00010000",1686048122007
"BLURUSDT","0.43389971","0.43396537","0.43408005","-0.00018291",1686067200000,"0.00010000",1686048122007
"HFTUSDT","0.40622600","0.40668128","0.40615748","-0.00011761",1686067200000,"0.00010000",1686048122007
"OPUSDT","1.41036958","1.41044481","1.41096640","0.00010000",1686067200000,"0.00010000",1686048122007
"REEFUSDT","0.00197600","0.00197693","0.00197858","0.00010000",1686067200000,"0.00010000",1686048122007
"WOOUSDT","0.21467544","0.21466222","0.21515448","0.00010000",1686067200000,"0.00010000",1686048122007
"APEUSDT","3.16195794","3.16378348","3.10578040","-0.00042674",1686067200000,"0.00010000",1686048122007
"DYDXUSDT","1.96500000","1.96596783","1.96636946","-0.00005397",1686067200000,"0.00010000",1686048122007
"LRCUSDT","0.25860000","0.25890330","0.25924350","0.00010000",1686067200000,"0.00010000",1686048122007
"BELUSDT","0.67930410","0.67949904","0.68081692","-0.00024534",1686067200000,"0.00010000",1686048122007
"GALAUSDT","0.02698746","0.02698894","0.02692124","0.00001854",1686067200000,"0.00010000",1686048122007
"CTKUSDT","0.69490000","0.69527155","0.69577288","0.00010000",1686067200000,"0.00010000",1686048122007
"ENJUSDT","0.31779608","0.31777264","0.31765274","0.00010000",1686067200000,"0.00010000",1686048122007
"RENUSDT","0.07882373","0.07892748","0.07832091","-0.00060267",1686067200000,"0.00010000",1686048122007
"IMXUSDT","0.73090000","0.73117834","0.73165911","0.00010000",1686067200000,"0.00010000",1686048122007
"MANAUSDT","0.45509892","0.45532590","0.45624388","0.00009819",1686067200000,"0.00010000",1686048122007
"MATICBUSD","0.82832173","0.82853055","0.82791760","0.00010000",1686067200000,"0.00010000",1686048122007
"NEARBUSD","1.50209030","1.49981143","0","0.00010000",1686067200000,"0.00010000",1686048122007
"DEFIUSDT","481.10081171","481.58505290","481.30474028","0.00010000",1686067200000,"0.00010000",1686048122007
"RUNEUSDT","1.08468301","1.08472176","1.08503148","0.00010000",1686067200000,"0.00010000",1686048122007
"BNBUSDT","278.27989727","278.27989727","279.10730034","0",1686067200000,"0",1686048122007
"BANDUSDT","1.30500000","1.30559265","1.30727581","0.00007565",1686067200000,"0.00010000",1686048122007
"HOOKUSDT","1.28666494","1.28794627","1.28660758","0.00007242",1686067200000,"0.00010000",1686048122007
"COMBOUSDT","1.28750000","1.28804382","1.29824303","0.00010000",1686067200000,"0.00010000",1686048122007
"AVAXUSDT","14.12500000","14.12865190","14.10318227","0.00010000",1686067200000,"0.00010000",1686048122007
"INJUSDT","7.17700000","7.18232398","7.16158866","-0.00037259",1686067200000,"0.00010000",1686048122007
"CRVUSDT","0.77556758","0.77643554","0.77608309","-0.00028269",1686067200000,"0.00010000",1686048122007
"EDUUSDT","1.00052193","1.00145921","0.99626633","-0.00024737",1686067200000,"0.00010000",1686048122007
"SANDBUSD","0.51617805","0.51696041","0","0.00010000",1686067200000,"0.00010000",1686048122007
"DARUSDT","0.11950000","0.11957755","0.11970787","0.00002744",1686067200000,"0.00010000",1686048122007
"XLMUSDT","0.08736355","0.08745958","0.08759640","-0.00003779",1686067200000,"0.00010000",1686048122007
"ZILUSDT","0.02149000","0.02149884","0.02140639","0.00010000",1686067200000,"0.00010000",1686048122007
"GRTUSDT","0.11609230","0.11614414","0.11628022","0.00010000",1686067200000,"0.00010000",1686048122007
"ALICEUSDT","1.13515055","1.13686048","1.13791620","-0.00018131",1686067200000,"0.00010000",1686048122007
"IOTAUSDT","0.18000000","0.18002229","0.18038374","0.00010000",1686067200000,"0.00010000",1686048122007
"BTCUSDT_230630","25844.36168519","25781.55511111","25766.39069056","0",0,"0",1686048122007
