"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"SUSHIUSDT","0.75994874","0.76096562","0.76288088","-0.00020864",1686096000000,"0.00010000",1686076920000
"SUIUSDT","0.83016844","0.83051215","0.82832556","0.00009852",1686096000000,"0.00010000",1686076920000
"HOTUSDT","0.00152100","0.00152155","0.00152083","0.00010000",1686096000000,"0.00010000",1686076920000
"LTCUSDT","89.66161607","89.69577055","89.67338515","0.00003512",1686096000000,"0.00010000",1686076920000
"ARBUSDT","1.17940000","1.17984798","1.17869188","-0.00000696",1686096000000,"0.00010000",1686076920000
"TRXBUSD","0.07761331","0.07762424","0.07762699","0.00010000",1686096000000,"0.00010000",1686076920000
"CHRUSDT","0.14170000","0.14169529","0.14131814","0.00010000",1686096000000,"0.00010000",1686076920000
"ETCUSDT","17.43391244","17.43623868","17.40780102","0.00010000",1686096000000,"0.00010000",1686076920000
"APEBUSD","3.18330311","3.17835885","0","0.00010000",1686096000000,"0.00010000",1686076920000
"ETHBTC","0.07017000","0.07012634","0.07024630","0",1686096000000,"0",1686076920000
"LQTYUSDT","1.10828595","1.10770955","1.09418823","0.00010000",1686096000000,"0.00010000",1686076920000
"LINAUSDT","0.01457539","0.01458033","0.01466035","0.00010000",1686096000000,"0.00010000",1686076920000
"ROSEUSDT","0.05441085","0.05439790","0.05463495","0.00001410",1686096000000,"0.00010000",1686076920000
"XRPBUSD","0.51600000","0.51634122","0.51632314","0.00006209",1686096000000,"0.00010000",1686076920000
"JOEUSDT","0.43429830","0.43458353","0.43480263","0.00010000",1686096000000,"0.00010000",1686076920000
"BNBBUSD","282.65000000","282.64377791","282.69994599","0",1686096000000,"0",1686076920000
"BCHUSDT","110.79045670","110.89265177","110.90131534","0.00000583",1686096000000,"0.00010000",1686076920000
"ADAUSDT","0.35370000","0.35381970","0.35377381","0.00010000",1686096000000,"0.00010000",1686076920000
"GTCUSDT","1.20801633","1.20793630","1.20483310","0.00009347",1686096000000,"0.00010000",1686076920000
"SKLUSDT","0.03146265","0.03146325","0.03120159","-0.00002214",1686096000000,"0.00010000",1686076920000
"ZENUSDT","7.53144138","7.52632908","7.50121031","0.00010000",1686096000000,"0.00010000",1686076920000
"BNXUSDT","0.44203054","0.44186038","0.44146773","0.00010000",1686096000000,"0.00010000",1686076920000
"AGIXUSDT","0.27324439","0.27337968","0.27069210","-0.00000375",1686096000000,"0.00010000",1686076920000
"EGLDUSDT","36.65000000","36.66155057","36.62043921","0.00010000",1686096000000,"0.00010000",1686076920000
"API3USDT","1.22181057","1.22130433","1.21086833","0.00010000",1686096000000,"0.00010000",1686076920000
"C98USDT","0.18210579","0.18223388","0.18206806","0.00010000",1686096000000,"0.00010000",1686076920000
"JASMYUSDT","0.00449621","0.00449744","0.00450416","0.00009882",1686096000000,"0.00010000",1686076920000
"AAVEUSDT","62.02000000","62.02558002","62.07939517","0.00010000",1686096000000,"0.00010000",1686076920000
"ENSUSDT","9.48971947","9.48974534","9.50182115","0.00010000",1686096000000,"0.00010000",1686076920000
"GMTBUSD","0.24269968","0.24277808","0","0.00010000",1686096000000,"0.00010000",1686076920000
"1000SHIBUSDT","0.00816300","0.00816286","0.00816729","0.00010000",1686096000000,"0.00010000",1686076920000
"1000LUNCUSDT","0.09955000","0.09957777","0.09993385","0.00008820",1686096000000,"0.00010000",1686076920000
"ICXUSDT","0.22604611","0.22605030","0.22569657","0.00010000",1686096000000,"0.00010000",1686076920000
"TUSDT","0.02327949","0.02327367","0.02326825","0.00010000",1686096000000,"0.00010000",1686076920000
"KSMUSDT","26.54535837","26.56746681","26.53384784","0.00009500",1686096000000,"0.00010000",1686076920000
"IOSTUSDT","0.00887404","0.00887343","0.00887642","0.00010000",1686096000000,"0.00010000",1686076920000
"LUNA2USDT","0.80315056","0.80326483","0.80259367","0.00010000",1686096000000,"0.00010000",1686076920000
"MTLUSDT","1.62250295","1.63093168","1.60437564","-0.00254843",1686096000000,"0.00010000",1686076920000
"IDEXUSDT","0.07000274","0.06999811","0.06997832","0.00010000",1686096000000,"0.00010000",1686076921010
"FTMUSDT","0.30296102","0.30308982","0.30366800","0.00010000",1686096000000,"0.00010000",1686076921010
"ADABUSD","0.35380000","0.35397580","0.35394130","0.00004142",1686096000000,"0.00010000",1686076921010
"VETUSDT","0.01884094","0.01885877","0.01882229","0.00010000",1686096000000,"0.00010000",1686076921010
"UMAUSDT","1.78026303","1.78100348","1.78239052","0.00010000",1686096000000,"0.00010000",1686076921010
"FILUSDT","4.36200000","4.36333987","4.36409442","0.00004834",1686096000000,"0.00010000",1686076921010
"FLOWUSDT","0.67000000","0.67036810","0.67088374","0.00010000",1686096000000,"0.00010000",1686076921010
"WAVESUSDT","1.61662644","1.61667705","1.61791647","0.00010000",1686096000000,"0.00010000",1686076921010
"ANTUSDT","3.44120726","3.44100345","3.43837203","0.00009828",1686096000000,"0.00010000",1686076921010
"FXSUSDT","6.30900000","6.30906661","6.31323874","0.00010000",1686096000000,"0.00010000",1686076921010
"BTCBUSD","26732.13756615","26743.43397862","26716.07058192","0.00010000",1686096000000,"0.00010000",1686076921010
"RVNUSDT","0.01942000","0.01943407","0.01943590","0.00010000",1686096000000,"0.00010000",1686076921010
"AUDIOUSDT","0.21911176","0.21912039","0.21871781","0.00010000",1686096000000,"0.00010000",1686076921010
