"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"HOTUSDT","0.00128100","0.00128103","0.00128149","0.00010000",1686729600000,"0.00010000",1686718141000
"SUSHIUSDT","0.58050000","0.58124829","0.58269162","-0.00004385",1686729600000,"0.00010000",1686718141000
"LTCUSDT","77.80315863","77.85576373","77.88338552","0.00006515",1686729600000,"0.00010000",1686718141000
"SUIUSDT","0.69890000","0.69950699","0.70039304","-0.00035452",1686729600000,"0.00010000",1686718141000
"ARBUSDT","1.00105563","1.00167841","1.00211388","0.00005041",1686729600000,"0.00010000",1686718141000
"TRXBUSD","0.07222000","0.07230804","0.07239676","-0.00014736",1686729600000,"0.00010000",1686718141000
"CHRUSDT","0.11940000","0.11950792","0.11967807","0.00010000",1686729600000,"0.00010000",1686718141000
"ETCUSDT","15.26800000","15.27570527","15.29132494","0.00008192",1686729600000,"0.00010000",1686718141000
"APEBUSD","2.22014455","2.21102656","0","0.00010000",1686729600000,"0.00010000",1686718141000
"ETHBTC","0.06713000","0.06709319","0.06714161","0.00004946",1686729600000,"0",1686718141000
"LQTYUSDT","0.87922631","0.87979377","0.88028431","0.00010000",1686729600000,"0.00010000",1686718141000
"LINAUSDT","0.01493012","0.01500536","0.01503406","-0.00376558",1686729600000,"0.00010000",1686718141000
"XRPBUSD","0.51420000","0.51445768","0.51490771","0.00010000",1686729600000,"0.00010000",1686718141000
"ROSEUSDT","0.04550195","0.04557396","0.04556883","-0.00009920",1686729600000,"0.00010000",1686718141000
"JOEUSDT","0.32860433","0.32918323","0.32981877","-0.00005721",1686729600000,"0.00010000",1686718141000
"BCHUSDT","105.77366104","105.85464429","106.11305415","-0.00002434",1686729600000,"0.00010000",1686718141000
"BNBBUSD","249.75626150","250.13977240","251.00363649","-0.00030621",1686729600000,"0",1686718141000
"ADAUSDT","0.27556118","0.27581861","0.27624819","-0.00005804",1686729600000,"0.00010000",1686718141000
"SKLUSDT","0.02492326","0.02496214","0.02499003","0.00010000",1686729600000,"0.00010000",1686718141000
"GTCUSDT","0.98400000","0.98444910","0.98582344","0.00010000",1686729600000,"0.00010000",1686718141000
"BNXUSDT","0.26960000","0.27006705","0.26996225","0.00001165",1686729600000,"0.00010000",1686718141000
"ZENUSDT","6.24432757","6.25003123","6.25615576","0.00001331",1686729600000,"0.00010000",1686718141000
"AGIXUSDT","0.20613622","0.20632873","0.20755277","0.00002030",1686729600000,"0.00010000",1686718141000
"EGLDUSDT","30.76526077","30.79770941","30.79045902","0.00010000",1686729600000,"0.00010000",1686718141000
"API3USDT","0.94080203","0.94216529","0.94102306","0.00005660",1686729600000,"0.00010000",1686718141000
"JASMYUSDT","0.00353600","0.00353867","0.00354666","0.00000867",1686729600000,"0.00010000",1686718141000
"C98USDT","0.13350140","0.13358752","0.13387945","0.00010000",1686729600000,"0.00010000",1686718141000
"ENSUSDT","7.58245744","7.58999835","7.59662761","-0.00001909",1686729600000,"0.00010000",1686718141000
"AAVEUSDT","55.59212171","55.62210941","55.61872800","0.00009275",1686729600000,"0.00010000",1686718141000
"GMTBUSD","0.19284992","0.19242884","0","0.00010000",1686729600000,"0.00010000",1686718141000
"1000SHIBUSDT","0.00680100","0.00680174","0.00681306","0.00010000",1686729600000,"0.00010000",1686718141000
"1000LUNCUSDT","0.09633000","0.09636339","0.09643335","0.00000601",1686729600000,"0.00010000",1686718141000
"ICXUSDT","0.18520000","0.18538309","0.18550740","0.00010000",1686729600000,"0.00010000",1686718141000
"TUSDT","0.01806142","0.01807930","0.01810200","0.00010000",1686729600000,"0.00010000",1686718141000
"KSMUSDT","22.46337975","22.48534025","22.50804149","0.00010000",1686729600000,"0.00010000",1686718142000
"IOSTUSDT","0.00755207","0.00755907","0.00757453","-0.00002595",1686729600000,"0.00010000",1686718142000
"MTLUSDT","1.12623251","1.12621329","1.13381662","0.00009042",1686729600000,"0.00010000",1686718142000
"LUNA2USDT","0.61526610","0.61586144","0.61612199","0.00010000",1686729600000,"0.00010000",1686718142000
"IDEXUSDT","0.05739269","0.05744442","0.05754192","0.00010000",1686729600000,"0.00010000",1686718142000
"ADABUSD","0.27560000","0.27583323","0.27632084","-0.00000589",1686729600000,"0.00010000",1686718142000
"FTMUSDT","0.26300685","0.26325897","0.26355544","0.00007421",1686729600000,"0.00010000",1686718142000
"VETUSDT","0.01614469","0.01617023","0.01613346","0.00000046",1686729600000,"0.00010000",1686718142000
"UMAUSDT","1.53360464","1.53465418","1.53493084","0.00010000",1686729600000,"0.00010000",1686718142000
"FLOWUSDT","0.48670090","0.48733795","0.48862248","0.00000247",1686729600000,"0.00010000",1686718142000
"FILUSDT","3.65900000","3.66238634","3.67725032","0.00001416",1686729600000,"0.00010000",1686718142000
