"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"EGLDUSDT","35.28000000","35.28727908","35.21839377","0.00010000",1686182400000,"0.00010000",1686181320008
"BTCUSDT","26327.33107143","26340.32309524","26297.14916187","0.00005802",1686182400000,"0.00010000",1686181320008
"SANDUSDT","0.49010000","0.49035691","0.48843405","0.00009413",1686182400000,"0.00010000",1686181320008
"DGBUSDT","0.00726000","0.00725340","0.00723025","0.00010000",1686182400000,"0.00010000",1686181320008
"DOGEBUSD","0.06726000","0.06730019","0.06719409","0.00010000",1686182400000,"0.00010000",1686181320008
"GALAUSDT","0.02582000","0.02582946","0.02571430","0.00010000",1686182400000,"0.00010000",1686181320008
"TUSDT","0.02227277","0.02226866","0.02221327","0.00010000",1686182400000,"0.00010000",1686181320008
"AXSUSDT","6.26200000","6.26646659","6.23296383","-0.00034099",1686182400000,"0.00010000",1686181320008
"CTKUSDT","0.67900000","0.67878776","0.67721905","0.00010000",1686182400000,"0.00010000",1686181320008
"SPELLUSDT","0.00050702","0.00050702","0.00050526","0.00010000",1686182400000,"0.00010000",1686181320008
"EOSUSDT","0.86134128","0.86144013","0.86010972","0.00010000",1686182400000,"0.00010000",1686181320008
"AGIXUSDT","0.25380000","0.25382708","0.25249191","0.00010000",1686182400000,"0.00010000",1686181320008
"DYDXUSDT","1.95636465","1.95808980","1.95418143","0.00008765",1686182400000,"0.00010000",1686181320008
"RENUSDT","0.08100590","0.08100700","0.08123769","-0.00003332",1686182400000,"0.00010000",1686181320008
"LUNA2USDT","0.74420000","0.74431285","0.74047020","0.00010000",1686182400000,"0.00010000",1686181320008
"CHRUSDT","0.13943003","0.13949800","0.13921504","0.00010000",1686182400000,"0.00010000",1686181320008
"APEUSDT","2.89400000","2.89572503","2.88508374","-0.00021598",1686182400000,"0.00010000",1686181320008
"FLMUSDT","0.07041175","0.07034172","0.07017911","0.00010000",1686182400000,"0.00010000",1686181320008
"BTCDOMUSDT","1627.90000000","1628.64059552","1628.28497080","0.00010000",1686182400000,"0.00010000",1686181320008
"LDOUSDT","2.27804945","2.27838415","2.28590931","0.00010000",1686182400000,"0.00010000",1686181320008
"ZILUSDT","0.02089443","0.02090143","0.02082277","0.00010000",1686182400000,"0.00010000",1686181320008
"OMGUSDT","0.65249562","0.65312087","0.65241147","0.00006289",1686182400000,"0.00010000",1686181320008
"1000XECUSDT","0.02250000","0.02248429","0.02244509","0.00010000",1686182400000,"0.00010000",1686181320008
