"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"SANDUSDT","0.48876296","0.48914161","0.49083963","0.00007719",1686182400000,"0.00010000",1686170520003
"EGLDUSDT","35.29057596","35.31175995","35.36454270","0.00010000",1686182400000,"0.00010000",1686170520003
"BTCUSDT","26315.11528968","26325.69619048","26424.60690205","0.00005877",1686182400000,"0.00010000",1686170520003
"DGBUSDT","0.00724213","0.00724866","0.00725734","0.00010000",1686182400000,"0.00010000",1686170520003
"DOGEBUSD","0.06741000","0.06741767","0.06757761","0.00010000",1686182400000,"0.00010000",1686170520003
"GALAUSDT","0.02585109","0.02585633","0.02595238","0.00010000",1686182400000,"0.00010000",1686170520003
"TUSDT","0.02226585","0.02227053","0.02237434","0.00010000",1686182400000,"0.00010000",1686170520003
"AXSUSDT","6.22041399","6.22922672","6.26435279","-0.00027294",1686182400000,"0.00010000",1686170520003
"CTKUSDT","0.67614110","0.67611321","0.67617084","0.00010000",1686182400000,"0.00010000",1686170520003
"SPELLUSDT","0.00050259","0.00050295","0.00050338","0.00010000",1686182400000,"0.00010000",1686170520003
"EOSUSDT","0.85768514","0.85832252","0.85802239","0.00010000",1686182400000,"0.00010000",1686170520003
"AGIXUSDT","0.25218091","0.25232920","0.25353084","0.00010000",1686182400000,"0.00010000",1686170520003
"DYDXUSDT","1.94976025","1.95116996","1.95957216","0.00009872",1686182400000,"0.00010000",1686170520003
"LUNA2USDT","0.74846620","0.74870407","0.75134215","0.00010000",1686182400000,"0.00010000",1686170520003
"RENUSDT","0.08383113","0.08393684","0.08300210","-0.00008622",1686182400000,"0.00010000",1686170520003
"APEUSDT","2.89909297","2.90175324","2.90151413","-0.00017141",1686182400000,"0.00010000",1686170520003
"CHRUSDT","0.14050000","0.14052433","0.14075235","0.00010000",1686182400000,"0.00010000",1686170520003
"FLMUSDT","0.07070000","0.07069515","0.07079037","0.00010000",1686182400000,"0.00010000",1686170520003
"BTCDOMUSDT","1621.40000000","1621.22067057","1623.63318314","0.00010000",1686182400000,"0.00010000",1686170520003
"LDOUSDT","2.33330000","2.33378340","2.34802829","0.00010000",1686182400000,"0.00010000",1686170520003
"ZILUSDT","0.02086211","0.02088010","0.02090861","0.00010000",1686182400000,"0.00010000",1686170520003
"OMGUSDT","0.65200000","0.65239341","0.65377531","0.00010000",1686182400000,"0.00010000",1686170520003
"1000XECUSDT","0.02258000","0.02258306","0.02257770","0.00010000",1686182400000,"0.00010000",1686170520003
"SOLUSDT","18.84542773","18.85790563","18.91473557","-0.00001079",1686182400000,"0.00010000",1686170520003
"LINAUSDT","0.01264293","0.01265252","0.01271767","0.00010000",1686182400000,"0.00010000",1686170520003
"SFPUSDT","0.37309681","0.37319206","0.37366223","0.00010000",1686182400000,"0.00010000",1686170520003
"PEOPLEUSDT","0.01554891","0.01556811","0.01556521","0.00010000",1686182400000,"0.00010000",1686170520003
"VETUSDT","0.01790000","0.01790085","0.01792560","0.00010000",1686182400000,"0.00010000",1686170520003
"APEBUSD","2.90285282","2.90364464","0","0.00010000",1686182400000,"0.00010000",1686170520003
"BAKEUSDT","0.11194001","0.11202265","0.11243673","0.00010000",1686182400000,"0.00010000",1686170520003
"MINAUSDT","0.49036170","0.49049856","0.48993355","0.00010000",1686182400000,"0.00010000",1686170520003
"STORJUSDT","0.30350000","0.30379557","0.30272790","-0.00059534",1686182400000,"0.00010000",1686170520003
"HIGHUSDT","1.55342411","1.55420616","1.55998824","0.00001438",1686182400000,"0.00010000",1686170520003
"RSRUSDT","0.00236863","0.00236985","0.00236901","0.00010000",1686182400000,"0.00010000",1686170520003
"YFIUSDT","5982.52000859","5989.15421429","5995.34386598","0.00010000",1686182400000,"0.00010000",1686170520003
"IDEXUSDT","0.06671487","0.06671212","0.06681818","0.00010000",1686182400000,"0.00010000",1686170520003
"MAGICUSDT","0.85717884","0.85784255","0.86084141","0.00002754",1686182400000,"0.00010000",1686170520003
"XRPBUSD","0.52503616","0.52523456","0.52094522","0.00010000",1686182400000,"0.00010000",1686170520003
