"symbol","markPrice","indexPrice","estimatedSettlePrice","lastFundingRate","nextFundingTime","interestRate","time"
"SUIUSDT","0.79120000","0.79141145","0.79129875","0.00010000",1686124800000,"0.00010000",1686112920003
"LTCUSDT","90.29207921","90.31942087","90.13540922","0.00010000",1686124800000,"0.00010000",1686112920003
"HOTUSDT","0.00150400","0.00150415","0.00150385","0.00010000",1686124800000,"0.00010000",1686112920003
"SUSHIUSDT","0.75190215","0.75240160","0.75165035","-0.00013744",1686124800000,"0.00010000",1686112920003
"ARBUSDT","1.17800000","1.17818443","1.17642555","0.00009905",1686124800000,"0.00010000",1686112920003
"APEBUSD","3.00447202","3.01184011","0","0.00010000",1686124800000,"0.00010000",1686112920003
"TRXBUSD","0.07857679","0.07865075","0.07864434","-0.00022497",1686124800000,"0.00010000",1686112920003
"CHRUSDT","0.14278613","0.14278024","0.14292973","0.00000213",1686124800000,"0.00010000",1686112920003
"ETCUSDT","17.36858882","17.36787240","17.37060798","0.00010000",1686124800000,"0.00010000",1686112920003
"ETHBTC","0.06985000","0.06981866","0.06981518","0",1686124800000,"0",1686112920003
"LQTYUSDT","1.07429559","1.07485870","1.07311594","0.00010000",1686124800000,"0.00010000",1686112920003
"LINAUSDT","0.01389608","0.01389551","0.01384635","0.00010000",1686124800000,"0.00010000",1686112920003
"ROSEUSDT","0.05280000","0.05285455","0.05283642","0.00006436",1686124800000,"0.00010000",1686112920003
"XRPBUSD","0.52900000","0.52917623","0.52785969","0.00010000",1686124800000,"0.00010000",1686112920003
"JOEUSDT","0.44473606","0.44473615","0.44102426","0.00010000",1686124800000,"0.00010000",1686112920003
"BCHUSDT","113.87336865","113.87067152","113.76369126","-0.00010207",1686124800000,"0.00010000",1686112920003
"BNBBUSD","279.09284329","279.09354352","279.02899051","0",1686124800000,"0",1686112920003
"ADAUSDT","0.34552391","0.34562386","0.34468345","0.00005068",1686124800000,"0.00010000",1686112920003
"SKLUSDT","0.03078328","0.03082153","0.03085126","0.00006829",1686124800000,"0.00010000",1686112920003
"GTCUSDT","1.18800000","1.18844446","1.18862917","-0.00007573",1686124800000,"0.00010000",1686112920003
"BNXUSDT","0.43730000","0.43720515","0.43661105","0.00010000",1686124800000,"0.00010000",1686112920003
"ZENUSDT","7.39134571","7.39908019","7.40206264","0.00010000",1686124800000,"0.00010000",1686112920003
"AGIXUSDT","0.27430000","0.27432165","0.27110810","0.00001065",1686124800000,"0.00010000",1686112920003
"C98USDT","0.17793118","0.17799378","0.17746983","0.00009058",1686124800000,"0.00010000",1686112920003
"API3USDT","1.18700000","1.18649755","1.18552420","0.00010000",1686124800000,"0.00010000",1686112920003
"EGLDUSDT","36.22205556","36.24474610","36.38831626","0.00010000",1686124800000,"0.00010000",1686112920003
"AAVEUSDT","61.03000000","61.03817022","61.01814061","0.00010000",1686124800000,"0.00010000",1686112920003
"JASMYUSDT","0.00445800","0.00446143","0.00445970","0.00010000",1686124800000,"0.00010000",1686112920003
"ENSUSDT","9.38641338","9.38424000","9.38204780","0.00010000",1686124800000,"0.00010000",1686112920003
"GMTBUSD","0.23980113","0.24054104","0","0.00010000",1686124800000,"0.00010000",1686112920003
"1000SHIBUSDT","0.00810100","0.00810177","0.00808216","0.00010000",1686124800000,"0.00010000",1686112920003
"1000LUNCUSDT","0.09804871","0.09804466","0.09663850","0.00010000",1686124800000,"0.00010000",1686112920003
"ICXUSDT","0.22409664","0.22402604","0.22416432","0.00010000",1686124800000,"0.00010000",1686112920003
"TUSDT","0.02338183","0.02338086","0.02335109","0.00010000",1686124800000,"0.00010000",1686112920003
"KSMUSDT","27.36469664","27.38472899","27.25721758","0.00009450",1686124800000,"0.00010000",1686112920003
"LUNA2USDT","0.78280000","0.78308148","0.78207468","0.00010000",1686124800000,"0.00010000",1686112921000
"IOSTUSDT","0.00885329","0.00885293","0.00885754","0.00010000",1686124800000,"0.00010000",1686112921000
"MTLUSDT","1.83550000","1.85271150","1.82432666","-0.01300368",1686124800000,"0.00010000",1686112921000
"IDEXUSDT","0.06927000","0.06927489","0.06882626","0.00009198",1686124800000,"0.00010000",1686112921000
"ADABUSD","0.34558936","0.34584930","0.34487584","0.00008573",1686124800000,"0.00010000",1686112921000
"FTMUSDT","0.30151509","0.30155311","0.30099248","0.00010000",1686124800000,"0.00010000",1686112921000
"UMAUSDT","1.79245950","1.79238557","1.79222719","0.00010000",1686124800000,"0.00010000",1686112921000
"VETUSDT","0.01850246","0.01850907","0.01850913","0.00010000",1686124800000,"0.00010000",1686112921000
"FILUSDT","4.33338212","4.33521783","4.33189933","0.00010000",1686124800000,"0.00010000",1686112921000
"WAVESUSDT","1.69903504","1.69982729","1.67560434","0.00010000",1686124800000,"0.00010000",1686112921000
"FLOWUSDT","0.66171494","0.66168765","0.66042833","0.00010000",1686124800000,"0.00010000",1686112921000
"ANTUSDT","3.54000000","3.53777689","3.53084713","0.00010000",1686124800000,"0.00010000",1686112921000
"BTCBUSD","26916.63164316","26922.23491094","26908.44937767","0.00010000",1686124800000,"0.00010000",1686112921000
"FXSUSDT","6.19802226","6.20359689","6.20948830","-0.00001398",1686124800000,"0.00010000",1686112921000
"AUDIOUSDT","0.21478876","0.21486821","0.21456412","0.00010000",1686124800000,"0.00010000",1686112921000
"RVNUSDT","0.01930392","0.01932455","0.01933053","0.00010000",1686124800000,"0.00010000",1686112921000
"ICPUSDT","4.37400000","4.37488837","4.37643202","0.00010000",1686124800000,"0.00010000",1686112921000
"PHBBUSD","0.74860003","0.74961936","0","0.00010000",1686124800000,"0.00010000",1686112921000
"RADUSDT","1.71200000","1.71110482","1.67966201","0.00010000",1686124800000,"0.00010000",1686112921000
"EOSUSDT","0.88547141","0.88615310","0.88466716","0.00010000",1686124800000,"0.00010000",1686112921000
"SNXUSDT","2.25000000","2.25202948","2.25631079","0.00010000",1686124800000,"0.00010000",1686112921000
"NEOUSDT","9.47072884","9.47280864","9.46615057","0.00010000",1686124800000,"0.00010000",1686112921000
"TLMUSDT","0.01366000","0.01366278","0.01369294","0.00010000",1686124800000,"0.00010000",1686112921000
"GMXUSDT","53.12329518","53.13039445","53.01935967","0.00010000",1686124800000,"0.00010000",1686112921000
"RDNTUSDT","0.28799339","0.28819567","0.29160018","0.00010000",1686124800000,"0.00010000",1686112921000
"BLUEBIRDUSDT","7.45100000","7.45564907","7.45108445","0.00010000",1686124800000,"0.00010000",1686112921000
"NKNUSDT","0.11611459","0.11618115","0.11446527","0.00007051",1686124800000,"0.00010000",1686112921000
"HFTUSDT","0.42490000","0.42498224","0.42507864","0.00010000",1686124800000,"0.00010000",1686112921000
"BLURUSDT","0.45220000","0.45227800","0.45237372","0.00002912",1686124800000,"0.00010000",1686112921000
"OPUSDT","1.46860000","1.46845328","1.46953956","0.00010000",1686124800000,"0.00010000",1686112921000
"WOOUSDT","0.22897919","0.22896974","0.22751416","0.00010000",1686124800000,"0.00010000",1686112921000
"REEFUSDT","0.00199145","0.00199137","0.00199079","0.00010000",1686124800000,"0.00010000",1686112921000
"DYDXUSDT","2.07200000","2.07360513","2.06938321","0.00010000",1686124800000,"0.00010000",1686112921000
"APEUSDT","3.00700000","3.01129117","3.00287972","-0.00101106",1686124800000,"0.00010000",1686112921000
"LRCUSDT","0.25866312","0.25892537","0.25896282","0.00010000",1686124800000,"0.00010000",1686112921000
"BELUSDT","0.68582288","0.68682640","0.68662646","-0.00011883",1686124800000,"0.00010000",1686112921000
"GALAUSDT","0.02722642","0.02724107","0.02719682","0.00010000",1686124800000,"0.00010000",1686112921000
"CTKUSDT","0.69132722","0.69207692","0.69206392","0.00010000",1686124800000,"0.00010000",1686112921000
"ENJUSDT","0.31452156","0.31450859","0.31439893","0.00010000",1686124800000,"0.00010000",1686112921000
"RENUSDT","0.08066382","0.08066206","0.08006430","-0.00028083",1686124800000,"0.00010000",1686112921000
"IMXUSDT","0.73668602","0.73665563","0.73569971","0.00008626",1686124800000,"0.00010000",1686112921000
"MATICBUSD","0.80630000","0.80651064","0.80708820","0.00010000",1686124800000,"0.00010000",1686112921000
"MANAUSDT","0.45020000","0.45038372","0.45069315","0.00010000",1686124800000,"0.00010000",1686112921000
"NEARBUSD","1.50636086","1.50693382","0","0.00010000",1686124800000,"0.00010000",1686112921000
"RUNEUSDT","1.11476719","1.11472121","1.11423068","0.00010000",1686124800000,"0.00010000",1686112921000
"DEFIUSDT","487.40000000","487.42221681","486.58659344","0.00010000",1686124800000,"0.00010000",1686112921000
"BNBUSDT","278.87000000","278.94325985","278.87911066","0",1686124800000,"0",1686112921000
"BANDUSDT","1.28830000","1.28960238","1.28983609","0.00010000",1686124800000,"0.00010000",1686112922000
"COMBOUSDT","1.24975378","1.24899441","1.25609723","0.00010000",1686124800000,"0.00010000",1686112922000
"HOOKUSDT","1.30863959","1.30858562","1.30540513","0.00010000",1686124800000,"0.00010000",1686112922000
"AVAXUSDT","14.62537237","14.62476920","14.59940449","0.00010000",1686124800000,"0.00010000",1686112922000
"INJUSDT","7.27438880","7.28502885","7.25696989","-0.00027933",1686124800000,"0.00010000",1686112922000
"CRVUSDT","0.78700000","0.78717716","0.78705878","0.00010000",1686124800000,"0.00010000",1686112922000
"EDUUSDT","1.00436928","1.00435502","1.00108136","0.00010000",1686124800000,"0.00010000",1686112922000
"XLMUSDT","0.08902247","0.08902157","0.08912971","0.00006611",1686124800000,"0.00010000",1686112922000
"SANDBUSD","0.51593704","0.51685587","0","0.00010000",1686124800000,"0.00010000",1686112922000
"DARUSDT","0.12040000","0.12042507","0.12050952","0.00010000",1686124800000,"0.00010000",1686112922000
"ZILUSDT","0.02146289","0.02146837","0.02147601","0.00010000",1686124800000,"0.00010000",1686112922000
"GRTUSDT","0.11703000","0.11706282","0.11688154","0.00010000",1686124800000,"0.00010000",1686112922000
