"symbol","idx","open_time","open","high","low","close","volume","close_time","quote_asset_volume","number_of_trades","taker_buy_base_asset_volume","taker_buy_quote_asset_volume"
"DUSKUSDT","DUSKUSDT#1687500060000",1687500060000,"0.12463","0.12473","0.12461","0.12466","86923",1687500119999,"10834.78339",71,"41389","5159.43971"
"DUSKUSDT","DUSKUSDT#1687500120000",1687500120000,"0.12466","0.12478","0.12457","0.12478","41601",1687500179999,"5184.76648",49,"17191","2143.37152"
"DUSKUSDT","DUSKUSDT#1687500180000",1687500180000,"0.12473","0.12484","0.12473","0.12479","34971",1687500239999,"4363.84540",58,"29138","3635.96409"
"DUSKUSDT","DUSKUSDT#1687500240000",1687500240000,"0.12477","0.12489","0.12477","0.12485","108605",1687500299999,"13560.31234",79,"87876","10972.02222"
"DUSKUSDT","DUSKUSDT#1687500300000",1687500300000,"0.12484","0.12484","0.12478","0.12480","33259",1687500359999,"4150.48106",35,"18707","2334.26108"
"DUSKUSDT","DUSKUSDT#1687500360000",1687500360000,"0.12482","0.12485","0.12482","0.12484","35759",1687500419999,"4463.69573",21,"34664","4327.00392"
"DUSKUSDT","DUSKUSDT#1687500420000",1687500420000,"0.12485","0.12495","0.12476","0.12495","143134",1687500479999,"17865.54602",65,"43342","5412.05548"
"DUSKUSDT","DUSKUSDT#1687500480000",1687500480000,"0.12489","0.12494","0.12489","0.12490","16394",1687500539999,"2047.81660",20,"13432","1677.83756"
"DUSKUSDT","DUSKUSDT#1687500540000",1687500540000,"0.12489","0.12544","0.12489","0.12534","767256",1687500599999,"96115.96639",350,"674163","84458.15786"
"DUSKUSDT","DUSKUSDT#1687500600000",1687500600000,"0.12535","0.12536","0.12528","0.12528","66761",1687500659999,"8366.30115",48,"27922","3499.41754"
"DUSKUSDT","DUSKUSDT#1687500660000",1687500660000,"0.12529","0.12536","0.12521","0.12536","134126",1687500719999,"16800.04649",81,"62499","7829.27336"
"DUSKUSDT","DUSKUSDT#1687500720000",1687500720000,"0.12535","0.12536","0.12518","0.12527","82877",1687500779999,"10382.57679",46,"40427","5064.85320"
"DUSKUSDT","DUSKUSDT#1687500780000",1687500780000,"0.12523","0.12531","0.12523","0.12530","23886",1687500839999,"2992.35754",28,"16471","2063.30151"
"DUSKUSDT","DUSKUSDT#1687500840000",1687500840000,"0.12524","0.12529","0.12521","0.12526","20340",1687500899999,"2547.75906",28,"15748","1972.64876"
"DUSKUSDT","DUSKUSDT#1687500900000",1687500900000,"0.12526","0.12564","0.12526","0.12557","240686",1687500959999,"30201.07990",148,"220500","27668.55263"
"DUSKUSDT","DUSKUSDT#1687500960000",1687500960000,"0.12559","0.12583","0.12543","0.12545","420437",1687501019999,"52829.64215",240,"135974","17087.54277"
"DUSKUSDT","DUSKUSDT#1687501020000",1687501020000,"0.12543","0.12548","0.12538","0.12547","46370",1687501079999,"5815.53691",54,"20745","2602.29836"
"DUSKUSDT","DUSKUSDT#1687501080000",1687501080000,"0.12549","0.12555","0.12537","0.12541","70057",1687501139999,"8788.38329",61,"29804","3740.10516"
"DUSKUSDT","DUSKUSDT#1687501140000",1687501140000,"0.12540","0.12540","0.12531","0.12538","73940",1687501199999,"9267.80540",61,"34308","4300.04314"
"DUSKUSDT","DUSKUSDT#1687501200000",1687501200000,"0.12538","0.12538","0.12531","0.12535","30963",1687501259999,"3880.77475",21,"24598","3082.93472"
"DUSKUSDT","DUSKUSDT#1687501260000",1687501260000,"0.12538","0.12545","0.12535","0.12535","39025",1687501319999,"4893.09727",33,"27853","3492.16275"
"DUSKUSDT","DUSKUSDT#1687501320000",1687501320000,"0.12538","0.12539","0.12534","0.12535","3184",1687501379999,"399.20269",12,"2780","348.55351"
"DUSKUSDT","DUSKUSDT#1687501380000",1687501380000,"0.12534","0.12544","0.12533","0.12544","13894",1687501439999,"1741.66396",29,"13004","1630.07181"
"DUSKUSDT","DUSKUSDT#1687501440000",1687501440000,"0.12541","0.12542","0.12538","0.12538","18669",1687501499999,"2341.05032",25,"2388","299.48003"
"DUSKUSDT","DUSKUSDT#1687501500000",1687501500000,"0.12537","0.12539","0.12533","0.12533","34872",1687501559999,"4371.37813",16,"1415","177.39855"
"DUSKUSDT","DUSKUSDT#1687501560000",1687501560000,"0.12533","0.12535","0.12532","0.12533","36735",1687501619999,"4603.74738",22,"36141","4529.29706"
"DUSKUSDT","DUSKUSDT#1687501620000",1687501620000,"0.12535","0.12535","0.12503","0.12503","368717",1687501679999,"46153.54355",218,"51252","6409.82675"
"DUSKUSDT","DUSKUSDT#1687501680000",1687501680000,"0.12504","0.12506","0.12487","0.12493","196908",1687501739999,"24604.29569",85,"113599","14195.76758"
"DUSKUSDT","DUSKUSDT#1687501740000",1687501740000,"0.12494","0.12499","0.12488","0.12491","58388",1687501799999,"7294.52373",43,"22701","2835.95875"
"DUSKUSDT","DUSKUSDT#1687501800000",1687501800000,"0.12492","0.12493","0.12477","0.12477","133142",1687501859999,"16616.74963",73,"83238","10388.22851"
"DUSKUSDT","DUSKUSDT#1687501860000",1687501860000,"0.12478","0.12486","0.12473","0.12480","103136",1687501919999,"12871.89667",73,"67158","8382.33278"
